Time (s),Magnetic Field x (µT),Magnetic Field y (µT),Magnetic Field z (µT),Absolute field (µT)
0.570609167,25.30983734,-18.16569519,-46.70697021,56.14375668
0.580609167,25.3851738,-18.36659241,-47.00054932,56.48708172
0.590608167,25.32648087,-18.38536072,-46.97277832,56.44372441
0.600608167,25.21643448,-18.44233704,-46.80728149,56.2753051
0.610607167,25.03523636,-18.4246521,-46.87255859,56.2429339
0.620607167,25.11632919,-18.41784668,-46.87030029,56.27496884
0.630606167,25.22025299,-18.37179565,-46.94619751,56.36957954
0.640606167,25.39648438,-18.52096558,-46.80270386,56.37819324
0.650605167,25.32540894,-18.55818176,-46.57647705,56.17072781
0.660605167,25.31225586,-18.29058838,-46.75296021,56.22361788
0.670604167,25.19577026,-18.48103333,-46.59558105,56.10279499
0.680603542,25.35383224,-18.51338196,-46.83889771,56.38656275
0.690602542,25.12932587,-18.53538513,-46.85003662,56.30248176
0.700602542,25.13510513,-18.56877136,-46.86880493,56.33167542
0.710601542,25.47595596,-18.63327026,-46.88909912,56.5226566
0.720601542,25.33189392,-18.46205139,-46.53610229,56.10847537
0.730600542,25.41529083,-18.11251831,-46.58230591,56.07059436
0.740600542,25.2466774,-18.24906921,-46.81173706,56.22954716
0.750599542,25.31248856,-18.33415222,-46.50628662,56.03300732
0.760599542,25.15894318,-18.10873413,-46.65670776,56.01559651
0.770599542,25.21492767,-18.16163635,-46.50424194,55.93104801
0.780598542,25.27958679,-18.08633423,-46.72824097,56.12220147
0.790598542,25.39347458,-18.24424744,-46.85858154,56.33300791
0.800597542,25.49376297,-18.14427185,-46.57110596,56.10716943
0.810597542,25.58683014,-18.10865784,-46.67797852,56.22671112
0.820596542,25.45522308,-18.43540955,-46.71502686,56.3038759
0.830596542,25.34795761,-18.203125,-46.84664917,56.2892641
0.840595542,25.28330612,-18.12597656,-46.91125488,56.2890969
0.850595542,25.2884407,-18.02331543,-46.78915405,56.1566565
0.860594542,25.26386642,-17.94865417,-47.13800049,56.4128374
0.870594542,25.4943161,-18.06874084,-46.82342529,56.29274114
0.880593542,25.47526169,-17.82012939,-46.67355347,56.08000145
0.890593542,25.43970108,-17.92877197,-46.87255859,56.2641627
0.900592542,25.61672211,-18.05374146,-46.6572876,56.20548477
0.910592542,25.63721848,-18.21742249,-46.52557373,56.15844072
0.920591542,25.34746552,-18.18270874,-46.84408569,56.28030979
0.930591542,25.37029648,-18.0138855,-46.6378479,56.06461336
0.940590542,25.42522812,-17.94322205,-46.75134277,56.16128109
0.950590542,25.45949554,-18.06236267,-46.58340454,56.07538174
0.960589542,25.45012283,-18.24066162,-46.69711304,56.22322345
0.970589542,25.58106995,-18.36955261,-46.52194214,56.1793797
0.980588542,25.68363571,-18.13792419,-46.6673584,56.27144727
0.990588542,25.64832687,-18.28553772,-46.83236694,56.43995176
1.000587542,25.64809036,-18.42915344,-46.57327271,56.27191099
1.010587542,25.5490799,-18.34066772,-46.81661987,56.3997471
1.020587542,25.61261749,-18.60350037,-47.07937622,56.73238992
1.030586542,25.40411758,-18.45172119,-47.0397644,56.55594257
1.040586542,25.38565445,-18.32650757,-46.94436646,56.42752762
1.050585542,25.64563751,-18.26174927,-46.48822021,56.14574631
1.060585542,25.63424683,-18.28591919,-46.85134888,56.44943173
1.070584542,25.70572662,-18.52870178,-46.55758667,56.31790166
1.080584542,25.50793457,-18.7938385,-46.45321655,56.22956891
1.090583542,25.60092926,-18.61991882,-46.66604614,56.3899709
1.100583542,25.70178604,-18.52877808,-46.98330688,56.6685852
1.110582542,25.7105484,-18.41572571,-46.99151611,56.64250912
1.120582542,25.68270874,-18.27558899,-47.07485962,56.6536944
1.130581542,25.51251602,-18.16526794,-47.36035156,56.77911881
1.140581542,25.44974518,-18.06472778,-47.38186646,56.73680629
1.150580542,25.45928955,-18.29391479,-46.95663452,56.46032473
1.160580542,25.53818893,-18.2232666,-47.40548706,56.84687101
1.170579542,25.33051682,-18.3503418,-47.24752808,56.66303059
1.180579542,25.46117401,-18.22358704,-47.47616577,56.87140602
1.190578542,25.42861557,-18.3117218,-47.3243103,56.75847065
1.200578542,25.69290543,-18.24850464,-47.25253296,56.79731668
1.210577542,25.47800064,-18.12927246,-47.4125061,56.79564043
1.220577542,25.51897812,-18.17147827,-46.96560669,56.45519532
1.230576542,25.51286697,-18.31625366,-47.18527222,56.68193225
1.240576542,25.48211288,-18.31285095,-47.28771973,56.75233056
1.250575542,25.41684723,-18.29699707,-46.99221802,56.47180517
1.260575542,25.51527023,-18.31034851,-46.92596436,56.46542312
1.270575542,25.4791832,-18.2895813,-47.0904541,56.57922258
1.280574542,25.74317932,-18.16400146,-47.16864014,56.72321256
1.290574542,25.51280975,-18.35057068,-47.10714722,56.62799859
1.300573542,25.48986053,-18.52346802,-46.83132935,56.44488698
1.310573542,25.37608719,-18.39620972,-47.28540039,56.72984596
1.320572542,25.63214111,-18.48590088,-47.50549316,57.05705101
1.330572542,25.68656921,-18.54975891,-47.57504272,57.1601092
1.340571542,25.60190582,-18.52612305,-47.44903564,57.00952377
1.350571542,25.56879044,-18.21820068,-47.00430298,56.5249536
1.360570542,25.55307007,-18.38902283,-47.19119263,56.72851322
1.370570542,25.59113312,-18.41972351,-47.35223389,56.88959802
1.380569542,25.61110306,-18.40611267,-47.1076355,56.69076561
1.390569542,25.49210358,-18.42770386,-47.0473938,56.59403571
1.400568542,25.44641495,-18.45288086,-46.68453979,56.28032606
1.410568542,25.58955383,-18.42230225,-46.63223267,56.29184318
1.420567542,25.31171036,-18.06079102,-47.10455322,56.44212777
1.430567542,25.71362305,-18.29568481,-46.97698975,56.59293294
1.440566542,25.49627304,-18.15081787,-46.9156189,56.39669693
1.450566542,25.66819,-18.28013611,-46.79559326,56.41672538
1.460565542,25.83808136,-18.21575928,-47.23669434,56.83947243
1.470565542,25.54488373,-18.1917572,-47.21569824,56.68159556
1.480564542,25.31501007,-17.99276733,-47.2755127,56.56468432
1.490564542,25.25391769,-17.83355713,-46.86468506,56.14351988
1.500563542,25.484478,-17.9413147,-46.77178955,56.20453442
1.510563542,25.57559586,-18.06471252,-46.83172607,56.33520666
1.520563542,25.5405426,-18.05241394,-46.64376831,56.15914963
1.530562542,25.45428467,-18.04092407,-46.84164429,56.28085988
1.540562542,25.39759827,-18.09855652,-46.59155273,56.06575186
1.550561542,25.44802094,-18.34642029,-46.5362854,56.12324622
1.560561542,25.29867554,-18.30963135,-46.23071289,55.79018192
1.570560542,25.41166687,-18.1986084,-46.27813721,55.84449968
1.580560542,25.40603256,-18.31404114,-46.16235352,55.78381016
1.590559542,25.50732422,-18.44567871,-46.47851563,56.13482935
1.600559542,25.58275223,-18.38822937,-46.55551147,56.21405376
1.610558542,25.60155869,-18.26751709,-46.62728882,56.2427422
1.620558542,25.57718658,-18.57363892,-46.66018677,56.35907704
1.630557542,25.49541855,-18.51411438,-46.89019775,56.49318051
1.640557542,25.5217514,-18.66104126,-47.13885498,56.75972079
1.650556542,25.44762802,-18.54450989,-47.06332397,56.62541022
1.660556542,25.52526474,-18.63668823,-47.447052,57.00954334
1.670555542,25.66424942,-18.36941528,-46.96875,56.58756571
1.680555583,25.7845192,-18.46684265,-47.42214966,57.05020584
1.690554583,25.68725586,-18.43112183,-47.3678894,56.94961204
1.700554583,25.59091187,-18.28862,-47.31445313,56.81571848
1.710553583,25.763134,-18.49499512,-47.28872681,56.93880576
1.720553583,25.63562775,-18.35218811,-47.23635864,56.7913884
1.730552583,25.62488174,-18.18746948,-47.27349854,56.76444551
1.740552583,25.58022308,-18.5149231,-47.01150513,56.63242715
1.750552583,25.5929985,-18.34944153,-47.05752563,56.62255995
1.760551583,25.40461349,-18.51785278,-46.83172607,56.40492732
1.770551583,25.4812355,-18.46687317,-46.85839844,56.4449136
1.780550583,25.72031403,-18.37031555,-46.93460083,56.58497859
1.790550583,25.67150497,-18.42559814,-46.52380371,56.24049383
1.800549583,25.70077515,-18.47419739,-46.67596436,56.39566881
1.810549583,25.72920227,-18.31010437,-46.82528687,56.47883906
1.820548583,25.66774368,-18.11460876,-46.51849365,56.13325546
1.830548583,25.53129196,-18.32756042,-46.85452271,56.4189032
1.840547583,25.47313309,-18.35668945,-46.32351685,55.96174381
1.850547583,25.76330948,-18.39595032,-46.71356201,56.42974375
1.860546583,25.74341965,-18.52220154,-46.49050903,56.27755356
1.870546583,25.87059402,-18.3558197,-46.86343384,56.58979752
1.880545583,25.70566177,-18.35018921,-47.15310669,56.75320222
1.890545583,25.70331192,-18.18528748,-47.10302734,56.65739236
1.900544583,25.53560638,-18.37161255,-47.13336182,56.66689631
1.910544583,25.53398514,-18.36083984,-47.07894897,56.61742023
1.920543583,25.19490814,-18.25250244,-46.50338745,55.95089174
1.930543583,25.23439789,-18.21643066,-46.57369995,56.01537923
1.940542583,25.7093811,-18.32022095,-46.7142334,56.38104623
1.950542583,25.45528793,-18.28149414,-46.81314087,56.33520098
1.960541583,25.20967102,-18.27200317,-47.10604858,56.46568362
1.970541583,25.37107468,-18.24084473,-47.17788696,56.58774483
1.980540583,25.46851349,-18.09062195,-47.04147339,56.46960245
1.990540583,25.45949173,-17.97880554,-46.64932251,56.1033195
2.000540583,25.69124603,-18.08390808,-46.85403442,56.4124844
2.010539583,25.56500626,-18.13626099,-47.16342163,56.62933734
2.020539583,25.40809631,-18.05819702,-47.22619629,56.5860712
2.030538583,25.52366257,-18.09353638,-46.85018921,56.3362551
2.040538583,25.57909775,-18.23394775,-46.91757202,56.46260406
2.050537583,25.53775024,-18.32423401,-47.04342651,56.57771839
2.060537583,25.75830841,-18.39001465,-47.14138794,56.78022145
2.070536583,25.50811005,-18.51777649,-46.92276001,56.52713624
2.080536583,25.80334854,-18.26524353,-47.06564331,56.69750169
2.090535583,25.73703003,-18.02186584,-46.83828735,56.40042132
2.100535583,25.78943634,-18.30743408,-46.94869995,56.60775209
2.110534583,25.61921692,-18.48175049,-47.16137695,56.76367547
2.120534583,25.55895996,-18.27481079,-47.13336182,56.64612025
2.130533583,25.45940781,-18.20491028,-46.96707153,56.44028714
2.140533583,25.40355301,-18.08638,-47.13360596,56.51578945
2.150532583,25.45393753,-18.31062317,-47.17681885,56.64657177
2.160532583,25.72301483,-18.01121521,-47.48782349,56.9312809
2.170531583,25.70451736,-18.02937317,-47.45510864,56.90138703
2.180531583,25.56401443,-18.14060974,-47.28384399,56.73061306
2.190530583,25.77301025,-17.97129822,-47.35897827,56.83386702
2.200530583,25.87187576,-17.91972351,-46.89877319,56.47977845
2.210529583,25.79785156,-17.96595764,-46.78979492,56.37011343
2.220529583,25.93367004,-18.01287842,-46.87091064,56.51461135
2.230528583,26.01221085,-18.42430115,-46.80255127,56.62657319
2.240528583,25.68481445,-18.29986572,-47.19671631,56.76376317
2.250528583,25.86108398,-18.31140137,-47.37567139,56.99611675
2.260527583,25.60486221,-18.33634949,-47.32241821,56.84401417
2.270527583,25.52375412,-18.25201416,-47.31762695,56.77636714
2.280526583,25.81937408,-18.24853516,-47.61502075,57.156271
2.290526583,25.67556,-18.04412842,-47.38671875,56.8359575
2.300525583,25.63999176,-18.2386322,-47.23861694,56.75864527
2.310525583,25.52720261,-18.3704071,-47.3347168,56.83032064
2.320524583,25.80028915,-18.15525818,-47.23898315,56.80484002
2.330524583,25.50267792,-18.2677002,-47.02084351,56.52481911
2.340523583,25.70558929,-18.1061554,-46.80239868,56.38328393
2.350523583,25.56689453,-18.26411438,-46.809021,56.37666553
2.360522583,25.61050415,-18.42224121,-47.15899658,56.73841602
2.370522583,25.60292816,-18.45504761,-46.60928345,56.28964395
2.380521583,25.72241974,-18.41654968,-46.72790527,56.42968466
2.390521583,25.55218124,-18.18434143,-46.53085327,56.11331879
2.400520583,25.80112457,-18.21057129,-46.75143433,56.41825544
2.410520583,25.59641266,-18.13510132,-47.08361816,56.57672083
2.420519583,25.46565628,-18.07118225,-47.04147339,56.46208902
2.430519583,25.58463669,-18.15267944,-47.18792725,56.66386753
2.440518583,25.30667496,-18.15007019,-47.19195557,56.54143185
2.450518583,25.24751663,-18.16830444,-46.92605591,56.29901514
2.460517583,25.52523804,-18.34364319,-47.12634277,56.64732302
2.470517583,25.86329651,-18.32145691,-47.11685181,56.78541726
2.480516583,25.56362915,-18.12019348,-47.34988403,56.77897556
2.490516583,25.68237305,-18.3717804,-47.48684692,57.0272499
2.500515583,25.86104584,-18.32577515,-47.76071167,57.32114187
2.510515583,25.93890381,-18.35778809,-47.37341309,57.04450352
2.520515583,25.79109192,-18.30879211,-47.32022095,56.91744549
2.530514583,25.65776443,-18.30715942,-47.34213257,56.87486684
2.540514583,25.67786789,-18.16220093,-47.42929077,56.91006998
2.550513583,25.78958511,-18.38447571,-46.94937134,56.63333927
2.560513583,25.88792419,-18.58590698,-46.74850464,56.5777628
2.570512583,25.77188873,-18.5916748,-46.76837158,56.54309154
2.580512583,25.67395401,-18.56240845,-46.80593872,56.52000373
2.590511583,25.5685463,-18.40014648,-46.89941406,56.49664583
2.600511583,25.69182968,-18.47691345,-46.73171997,56.43864008
2.610510583,25.73752594,-18.72554016,-46.85348511,56.64199116
2.620510583,25.81427002,-18.5519104,-46.88388062,56.64493073
2.630509583,25.78259277,-18.55157471,-46.70114136,56.47919633
2.640509583,25.85308838,-18.60939026,-46.88882446,56.68556645
2.650508583,25.75675583,-18.71333313,-46.68753052,56.50951082
2.660508583,25.74662781,-18.5410614,-46.76358032,56.51099226
2.670507583,25.71580124,-18.47424316,-46.52160645,56.27486082
2.680508167,25.69594955,-18.54206848,-46.48782349,56.26018005
2.690507167,25.91257095,-18.36451721,-47.05935669,56.77411274
2.700507167,25.95078659,-18.28153992,-46.97793579,56.69730573
2.710506167,26.02913284,-18.20500183,-47.04818726,56.76680167
2.720506167,25.91919327,-18.53536987,-46.58078003,56.43698773
2.730505167,26.03084946,-18.65643311,-46.77233887,56.68614736
2.740505167,25.8820343,-18.59986877,-47.24462891,56.99026038
2.750504167,26.14199829,-18.62963867,-47.09576416,56.99542537
2.760504167,25.9574852,-18.7183075,-47.17004395,57.0015712
2.770504167,26.32259369,-18.83171082,-46.83685303,56.93156481
2.780503167,26.48040009,-18.75869751,-46.78665161,56.93936327
2.790503167,26.52255249,-18.98271179,-46.62252808,56.89858752
2.800502167,26.58454514,-19.07820129,-46.63076782,56.96616814
2.810502167,26.82728577,-18.92366028,-47.20040894,57.49510226
2.820501167,26.51710892,-19.15185547,-46.62240601,56.95260639
2.830501167,26.47492599,-19.13627625,-46.73266602,57.01807475
2.840500167,26.30990219,-19.08590698,-46.47982788,56.71734478
2.850500167,26.30437088,-19.27903748,-46.24172974,56.58532303
2.860499167,26.14804077,-19.19958496,-46.7583313,56.90945128
2.870499167,26.40452194,-19.31340027,-46.79327393,57.09480444
2.880498167,26.38344574,-19.22906494,-46.70541382,56.98454902
2.890498167,26.34371567,-19.07054138,-46.78417969,56.9775076
2.900497167,26.31068802,-19.1007843,-46.37268066,56.6349519
2.910497167,26.26654053,-19.02919006,-46.03375244,56.31294336
2.920496167,26.43354416,-19.26000977,-46.36309814,56.73814504
2.930496167,26.33319473,-19.13267517,-46.18276978,56.50083741
2.940495167,26.46903229,-19.15151978,-46.50476074,56.83382049
2.950495167,26.24333954,-18.9571228,-46.49697876,56.65734206
2.960494167,26.20977783,-18.86816406,-46.81604004,56.87443779
2.970494167,26.17421341,-18.9087677,-46.3999939,56.52955313
2.980493167,26.08045197,-18.82914734,-46.80081177,56.78945982
2.990493167,26.05120087,-18.81329346,-46.91522217,56.86513122
3.000492167,26.146698,-18.81028748,-46.55960083,56.6151319
3.010492167,26.16261292,-18.7638092,-46.73922729,56.75489599
3.020492167,26.22026062,-18.77540588,-46.58108521,56.65523305
3.030491167,26.17124939,-18.86564636,-46.98672485,56.99648428
3.040491167,26.24860001,-18.82064819,-46.95681763,56.99253041
3.050490167,25.89619446,-18.6569519,-46.86010742,56.69712876
3.060490167,25.91830063,-18.69683838,-46.87200928,56.73019766
3.070489167,25.91794205,-18.60089111,-46.79754639,56.63694217
3.080489167,25.95171356,-18.61724854,-46.73651123,56.60737462
3.090488167,26.14860153,-18.65252686,-46.99734497,56.92465682
3.100488167,26.23112869,-18.585495,-46.78063965,56.76196775
3.110487167,26.16649246,-18.66764832,-46.93325806,56.88494646
3.120487167,26.34169006,-18.58154297,-46.8145752,56.83979966
3.130486167,26.27764511,-18.67150879,-46.46115112,56.54890305
3.140486167,26.31745911,-18.66320801,-46.615448,56.69148066
3.150485167,26.30162048,-18.9670105,-46.33303833,56.55327725
3.160485167,26.36478043,-18.65988159,-46.54754639,56.65656981
3.170484167,26.38267899,-18.84492493,-46.44061279,56.63839213
3.180484167,26.37556076,-18.80589294,-46.29196167,56.50024363
3.190483167,26.17021179,-18.74281311,-46.40542603,56.47686777
3.200483167,26.12328339,-18.74436951,-46.37063599,56.42706093
3.210482167,26.13511276,-18.72595215,-46.67037964,56.67300714
3.220482167,26.18731689,-18.77755737,-46.44512939,56.52895074
3.230481167,26.14862061,-18.86193848,-46.38256836,56.4877485
3.240481167,25.97391129,-18.76046753,-46.44873047,56.42768621
3.250480167,25.99431992,-18.87789917,-46.32839966,56.37730359
3.260480167,25.86297226,-18.67774963,-46.88833618,56.71214804
3.270480167,25.9862709,-18.79975891,-47.00787354,56.90744578
3.280479167,25.71063995,-18.75236511,-47.1545105,56.88792547
3.290479167,25.81193542,-18.6537323,-46.79208374,56.60138549
3.300478167,26.06941223,-18.88720703,-46.67559814,56.70054943
3.310478167,26.02754974,-18.76203918,-46.70126343,56.66088127
3.320477167,26.24142075,-18.697052,-46.52609253,56.59389722
3.330477167,26.03310394,-18.54702759,-46.72503662,56.61222289
3.340476167,26.34506607,-18.48338318,-46.72406006,56.73478429
3.350476167,26.58136368,-18.39762878,-47.25552368,57.25492257
3.360475167,26.53989029,-18.79249573,-47.59436035,57.64327202
3.370475167,26.45075989,-18.76231384,-47.22381592,57.28661195
3.380474167,26.33259583,-18.91433716,-46.99642944,57.09485207
3.390474167,26.44515991,-19.12245178,-47.00299072,57.2214626
3.400473167,26.25048447,-18.85388184,-46.78805542,56.86544579
3.410473167,26.26576996,-19.10710144,-46.9067688,57.05450864
3.420472167,26.24996948,-19.18341064,-46.42056274,56.67391629
3.430472167,26.27514267,-18.87257385,-46.66333008,56.78048556
3.440471167,26.58189392,-18.83006287,-46.76205444,56.98998235
3.450471167,26.33759308,-18.84233093,-46.3883667,56.57369361
3.460470167,26.06412125,-18.79045105,-46.47125244,56.49775899
3.470470167,26.29089737,-18.9271698,-46.97872925,57.06531383
3.480469167,26.30784607,-18.77243042,-47.21987915,57.22083445
3.490469167,26.21062851,-18.81072998,-47.03713989,57.03799732
3.500468167,26.3841095,-18.75398254,-46.88650513,56.97523548
3.510468167,26.68489838,-18.81877136,-46.72592163,57.00475164
3.520467167,26.21652222,-18.63084412,-46.77667236,56.7668166
3.530467167,26.05111313,-18.69868469,-46.85821533,56.78022234
3.540467167,25.93368149,-18.84059143,-46.75982666,56.6921962
3.550466167,26.1135025,-18.55435181,-46.58682251,56.53769553
3.560466167,26.29697418,-18.64918518,-46.91525269,56.92419427
3.570465167,26.15426254,-18.82743835,-46.99945068,56.98654445
3.580465167,26.2989006,-18.60025024,-46.80334473,56.81685102
3.590464167,26.10870361,-18.96612549,-46.73712158,56.79557073
3.600464167,26.26615524,-18.84391785,-47.01107788,57.05300688
3.610463167,26.09285736,-18.80993652,-47.19421387,57.11343747
3.620463167,26.35997772,-18.81217957,-47.02020264,57.09330943
3.630462167,26.36250305,-18.81268311,-47.27960205,57.30845821
3.640462167,26.39098358,-18.77238464,-46.59893799,56.74810535
3.650461167,26.26036835,-18.7925415,-46.6920166,56.77068765
3.660461167,26.24505997,-18.70567322,-47.03585815,57.01821933
3.670460167,26.08024597,-18.81523132,-46.9815979,56.93384495
3.680459708,26.01893997,-18.76385498,-46.89581299,56.81799686
3.690458708,25.99520493,-18.73126221,-46.86837769,56.77372359
3.700458708,25.99627686,-18.78488159,-47.14837646,57.02321974
3.710457708,26.28459167,-18.71447754,-47.59310913,57.4996997
3.720457708,26.21239471,-18.87457275,-47.34643555,57.3151297
3.730456708,26.18484879,-18.77410889,-46.95196533,56.94383653
3.740456708,26.4432373,-18.74473572,-47.14660645,57.21374324
3.750455708,26.27246857,-18.81620789,-47.03240967,57.06434827
3.760455708,26.27187347,-18.67358398,-47.00741577,56.99658948
3.770454708,26.141716,-18.80116272,-46.9067688,56.89567641
3.780454708,26.09280777,-18.76957703,-46.95947266,56.90627128
3.790453708,25.91465759,-18.92510986,-47.23428345,57.10347445
3.800453708,25.98100662,-18.74085999,-47.09176636,56.95495586
3.810453708,25.92508316,-18.78045654,-47.17333984,57.00999453
3.820452708,26.13989639,-18.82540894,-46.90045166,56.89764996
3.830452708,26.25733948,-18.89305115,-47.17181396,57.19768606
3.840451708,26.30451965,-18.76081848,-46.98760986,57.02395589
3.850451708,26.32154846,-18.94338989,-46.89370728,57.01487276
3.860450708,25.90890121,-18.8454895,-46.9894104,56.87203466
3.870450708,25.83229446,-19.10098267,-46.79544067,56.76238406
3.880449708,26.17980194,-18.98912048,-47.32910156,57.32375233
3.890449708,26.07209015,-18.9221344,-47.30966187,57.23639717
3.900448708,26.08200836,-18.88233948,-47.05523682,57.01762198
3.910448708,26.16929626,-18.85623169,-47.48535156,57.40425205
3.920447708,26.15429688,-18.87843323,-47.33425903,57.27979194
3.930447708,26.04979706,-18.93171692,-47.41696167,57.31814797
3.940446708,26.02460861,-19.00167847,-47.07803345,57.049849
3.950446708,26.25387955,-18.9460144,-46.81887817,56.92297433
3.960445708,26.12646484,-18.84159851,-47.56616211,57.44682565
3.970445708,26.06779099,-19.05102539,-47.00247192,57.0237114
3.980444708,26.3631897,-19.00198364,-47.38287354,57.45633001
3.990444708,26.29797745,-18.86448669,-46.71090698,56.82746965
4.000443708,26.30906677,-18.91290283,-46.83123779,56.94760505
4.010443708,26.0343895,-18.77275085,-46.90475464,56.83539055
4.020442708,26.21932983,-18.74761963,-46.8687439,56.88238438
4.030442708,26.08012009,-18.77857971,-47.22363281,57.12161776
4.040441708,26.03645706,-18.92520142,-46.90777588,56.88936441
4.050441708,26.1329422,-18.97929382,-46.93267822,56.97210324
4.060441708,26.22778702,-18.90516663,-47.30291748,57.29631872
4.070440708,26.20687866,-19.06005859,-46.95916748,57.05479588
4.080440708,26.24643707,-18.93310547,-46.58602905,56.72385781
4.090439708,26.24264526,-18.81095886,-46.79733276,56.85524565
4.100439708,26.30462646,-18.91281128,-46.55978394,56.72249363
4.110438708,26.38488007,-18.79983521,-46.66079712,56.80515547
4.120438708,26.39618301,-18.82965088,-46.8862915,57.00560114
4.130437708,26.36571503,-18.75408936,-46.68884277,56.80417974
4.140437708,26.43598557,-18.91543579,-47.06726074,57.20124192
4.150436708,26.12005615,-18.53372192,-47.3371582,57.15385139
4.160436708,26.30435181,-18.72775269,-47.02346802,57.04256471
4.170435708,26.18359756,-18.84997559,-46.59136963,56.6714927
4.180435708,26.24236679,-18.65524292,-46.45065308,56.51851975
4.190434708,26.25716019,-18.69114685,-46.64889526,56.70023687
4.200434708,26.32066727,-18.78965759,-46.59085083,56.71451436
4.210433708,26.16422653,-18.83453369,-46.80221558,56.83092285
4.220433708,25.97680283,-18.94261169,-46.89813232,56.85992999
4.230432708,26.0977211,-18.75991821,-47.14587402,57.05925881
4.240432708,26.358284,-18.91040039,-46.86199951,56.99481886
4.250431708,26.38352585,-18.76908875,-47.17532349,57.21783179
4.260431708,26.09428787,-18.48083496,-46.6762085,56.57845491
4.270430708,26.36313629,-18.58354187,-46.89743042,56.91864337
4.280430708,26.36619949,-18.92913818,-46.98782349,57.10818071
4.290429708,26.34408188,-18.93736267,-46.9793396,57.09371861
4.300429708,26.28856659,-18.89050293,-46.97164917,57.04625895
4.310429708,26.10134125,-18.8056488,-46.38858032,56.45204005
4.320428708,26.31796265,-18.84329224,-46.46710205,56.62946577
4.330428708,26.3167305,-18.75875854,-46.59332275,56.70448881
4.340427708,26.36042404,-18.53623962,-46.63845825,56.68871072
4.350427708,26.47296906,-18.6603241,-46.59069824,56.74256734
4.360426708,26.40036011,-18.74916077,-46.93365479,57.01997891
4.370426708,26.46896744,-18.63682556,-46.20626831,56.41769878
4.380425708,26.71592712,-18.69439697,-46.28897095,56.62057993
4.390425708,26.51815033,-18.56367493,-46.37533569,56.55523039
4.400424708,26.46964645,-18.79458618,-46.38803101,56.61914936
4.410424708,26.68153763,-18.52029419,-47.15231323,57.25597253
4.420423708,26.4642067,-18.51568604,-46.93075562,56.97087579
4.430423708,26.58021927,-18.56280518,-46.94259644,57.04991808
4.440422708,26.65249252,-18.47645569,-47.32113647,57.36745358
4.450422708,26.53405762,-18.5400238,-47.43395996,57.42620703
4.460421708,26.4246254,-18.46131897,-46.99847412,56.99068077
4.470421708,26.62794495,-18.60704041,-46.83746338,57.00015246
4.480420708,26.74811935,-18.67129517,-46.93978882,57.16137618
4.490420708,26.7073288,-18.4065094,-46.80111694,56.94230015
4.500419708,26.48835754,-18.8092804,-46.54751587,56.76348604
4.510419708,26.48407745,-18.6660614,-46.41448975,56.60506219
4.520418708,26.2840271,-18.52565002,-46.62060547,56.6350655
4.530418708,26.4449501,-18.78759766,-46.58673096,56.76823683
4.540417708,26.50712585,-19.02166748,-46.8069458,57.05560209
4.550417708,26.52031326,-18.75660706,-46.5581665,56.76971192
4.560416708,26.73313904,-18.80766296,-46.67105103,56.97873211
4.570416708,26.69029236,-18.48883057,-46.90167236,57.04362745
4.580416708,26.54969406,-18.72227478,-46.95825195,57.10067648
4.590415708,26.68156052,-18.80889893,-46.70001221,56.9786933
4.600415708,26.6236763,-18.54396057,-46.77404785,56.92547906
4.610414708,26.63222122,-18.42469788,-46.684021,56.81674503
4.620414708,26.43377686,-18.32034302,-46.38647461,56.44541216
4.630413708,26.77627563,-18.40354919,-46.67440796,56.86967486
4.640413708,26.91701508,-18.31246948,-46.78079224,56.99398882
4.650412708,26.64439392,-18.6865387,-46.37789917,56.65703829
4.660412708,26.53057098,-18.69998169,-46.51147461,56.71752624
4.670411708,26.6325531,-18.37341309,-46.66030884,56.78080322
4.680412542,26.3288269,-18.48934937,-46.53890991,56.57679119
4.690411542,26.09516907,-18.41638184,-46.92694092,56.76494299
4.700411542,26.0053978,-18.38331604,-46.51727295,56.37449517
4.710410542,26.05970764,-18.14300537,-46.80969238,56.56345381
4.720410542,26.28792953,-18.40910339,-46.64321899,56.61749028
4.730409542,26.64872742,-18.38214111,-46.81970215,56.9222478
4.740409542,26.43672943,-18.68745422,-46.849823,56.94758576
4.750408542,26.37305069,-18.60461426,-46.89697266,56.92974195
4.760408542,26.20949554,-18.57762146,-47.00595093,56.93527113
4.770407542,26.06880569,-18.4312439,-46.87216187,56.71237025
4.780407542,26.05973053,-18.51502991,-47.11660767,56.93760274
4.790406542,26.16234589,-18.59577942,-46.80300903,56.75203088
4.800406542,26.30588531,-18.65484619,-46.79772949,56.83335618
4.810406542,26.64578247,-18.6182251,-46.81289673,56.99195846
4.820405542,26.3599472,-18.60189819,-46.7460022,56.79846965
4.830405542,26.50656509,-18.6452179,-47.04922485,57.13030459
4.840404542,26.25380325,-18.78370667,-46.64459229,56.72572442
4.850404542,26.31679535,-18.59675598,-46.69393921,56.7339141
4.860403542,26.28543854,-18.70098877,-46.89962769,56.92298602
4.870403542,26.17370605,-18.63108826,-46.82583618,56.78766831
4.880402542,26.39775848,-18.5320282,-46.99807739,57.00085088
4.890402542,26.57170105,-18.40353394,-47.09039307,57.11611399
4.900401542,26.39335632,-18.62632751,-47.18838501,57.1864758
4.910401542,26.5075798,-18.49804688,-47.12878418,57.14850675
4.920400542,26.47892761,-18.6073761,-47.12518311,57.16774384
